GEOID,C17002e1,C17002e2,C17002e3,lowmod_pct,poverty
15000US200910512003,1655,77,71,34.92,low_poverty
15000US200910514004,868,11,0,16.77,low_poverty
15000US200910515001,1156,2,85,19.89,low_poverty
15000US200910515002,717,0,0,29.68,low_poverty
15000US200910516001,711,32,37,12.18,low_poverty
15000US200910516003,2421,56,0,5.01,low_poverty
15000US200910518013,1476,27,20,5.56,low_poverty
15000US200910518025,959,0,0,21.88,low_poverty
15000US200910518052,1523,21,25,17.9,low_poverty
15000US200910518063,1024,0,20,17.8,low_poverty
15000US200910518065,1207,15,33,36.36,low_poverty
15000US200910519022,1039,0,9,35.68,low_poverty
15000US200910519031,1944,25,100,30.84,low_poverty
15000US200910519042,2207,64,71,17.41,low_poverty
15000US200910519043,1630,15,118,7.12,low_poverty
15000US200910519062,1564,225,192,23.81,low_poverty
15000US200910519063,2161,73,100,53.66,high_poverty
15000US200910519071,1231,40,183,78.79,high_poverty
15000US200910519073,1347,227,241,67.4,high_poverty
15000US200910520034,808,36,17,37.2,low_poverty
15000US200910521021,519,11,19,54.55,high_poverty
15000US200910521023,637,10,102,54.55,high_poverty
15000US200910522011,653,73,15,62.01,high_poverty
15000US200910523041,1817,27,0,25,low_poverty
15000US200910524101,912,0,9,10.68,low_poverty
15000US200910525021,1628,10,8,3.24,low_poverty
15000US200910525041,2216,0,27,16.67,low_poverty
15000US200910526012,1256,0,20,1.76,low_poverty
15000US200910526013,2300,35,0,2.85,low_poverty
15000US200910526033,3856,212,15,11.15,low_poverty
15000US200910526036,1687,0,59,16.22,low_poverty
15000US200910526041,1497,22,20,21.79,low_poverty
15000US200910527002,2715,254,373,30.21,low_poverty
15000US200910528013,2260,39,12,17.67,low_poverty
15000US200910528014,1755,28,0,11.95,low_poverty
15000US200910528015,1626,0,0,3.24,low_poverty
15000US200910529041,870,12,71,50.45,low_poverty
15000US200910529042,1546,0,0,10.4,low_poverty
15000US200910529051,2557,485,430,61.79,high_poverty
15000US200910529052,1879,0,124,48.07,low_poverty
15000US200910529061,1028,0,52,57.54,high_poverty
15000US200910529063,2096,156,176,31.82,low_poverty
15000US200910529084,921,83,35,76.88,high_poverty
15000US200910530022,2634,35,94,15.98,low_poverty
15000US200910530023,1538,81,38,37.54,low_poverty
15000US200910530041,1585,18,31,31.58,low_poverty
15000US200910530051,1706,31,78,27.76,low_poverty
15000US200910530073,1047,23,32,37.96,low_poverty
15000US200910530082,2378,204,73,33.13,low_poverty
15000US200910530091,1924,47,53,6.54,low_poverty
15000US200910531011,1900,64,85,24.52,low_poverty
15000US200910531021,2432,111,67,16.39,low_poverty
15000US200910531081,2371,122,101,29.17,low_poverty
15000US200910532012,612,0,0,9.26,low_poverty
15000US200910532032,2330,47,0,13.14,low_poverty
15000US200910532033,800,37,37,19.14,low_poverty
15000US200910534061,1010,0,0,5.56,low_poverty
15000US200910534063,1949,82,4,15.94,low_poverty
15000US200910534065,3482,47,0,9.05,low_poverty
15000US200910534091,3498,72,147,12.83,low_poverty
15000US200910534102,2369,38,0,6.13,low_poverty
15000US200910534105,1166,0,70,12.68,low_poverty
15000US200910534106,1901,0,0,4.36,low_poverty
15000US200910534151,1443,8,71,42.96,low_poverty
15000US200910534152,1823,17,0,6.04,low_poverty
15000US200910534172,1988,0,43,4.95,low_poverty
15000US200910534191,1483,47,20,1.21,low_poverty
15000US200910534212,1313,0,32,8.6,low_poverty
15000US200910534231,3553,32,0,0.73,low_poverty
15000US200910534232,1948,25,10,5.01,low_poverty
15000US200910534241,1572,26,85,8.02,low_poverty
15000US200910535054,2601,70,0,6.53,low_poverty
15000US200910535073,1071,226,0,22.17,low_poverty
15000US200910535075,1261,0,12,6.67,low_poverty
15000US200910535084,1490,59,87,15.28,low_poverty
15000US200910535103,1230,0,0,19.07,low_poverty
15000US200910535104,1768,0,34,8.84,low_poverty
15000US200910535551,552,81,98,70.9,high_poverty
15000US200910535553,745,4,29,36.59,low_poverty
15000US200910535571,826,47,97,36.05,low_poverty
15000US200910535572,1373,176,321,64.31,high_poverty
15000US200910537094,471,0,0,26.42,low_poverty
15000US200910537095,855,0,76,29.63,low_poverty
15000US200910537122,943,0,0,36.11,low_poverty
15000US200910538013,679,0,0,11.83,low_poverty
15000US200910538031,2074,25,22,22.82,low_poverty
15000US200910538041,2273,14,22,21.67,low_poverty
15000US200919800031,0,0,0,0,low_poverty
15000US200939591002,971,24,17,38.41,low_poverty
15000US200959612001,645,0,8,14.08,low_poverty
15000US200959613002,698,81,3,56.39,high_poverty
15000US200959613003,530,5,39,26.67,low_poverty
15000US200979691002,551,9,68,32.41,low_poverty
15000US200979691003,410,44,20,48.61,low_poverty
15000US200999501001,732,55,77,45.91,low_poverty
15000US200999501003,850,370,25,59.52,high_poverty
15000US200999503002,1203,89,189,57.36,high_poverty
15000US200999506002,640,10,47,29.73,low_poverty
15000US200999508001,1253,46,250,62.32,high_poverty
15000US201019566003,633,22,14,47.22,low_poverty
15000US201030701002,1084,342,59,84.25,high_poverty
15000US201030703001,1652,29,95,58.5,high_poverty
15000US201030703002,1624,0,0,55.66,high_poverty
15000US201030703005,1027,0,143,50.92,low_poverty
15000US201030704001,826,86,16,43.17,low_poverty
15000US201030704004,678,21,41,61.9,high_poverty
15000US201030705001,924,230,0,55.74,high_poverty
15000US201030705002,911,87,151,61.9,high_poverty
15000US201030705004,1390,42,319,45.64,low_poverty
15000US201030707003,1493,75,58,53.67,high_poverty
15000US201030710001,1359,36,15,14.06,low_poverty
15000US201030711011,2607,89,41,15.4,low_poverty
15000US201030712021,1832,33,0,13.91,low_poverty
15000US201030712022,1600,8,4,13.18,low_poverty
15000US201030714001,1187,39,63,48.33,low_poverty
15000US201030718001,2081,0,0,21.85,low_poverty
15000US201030718002,1244,182,0,40.83,low_poverty
15000US201050861002,574,40,20,31.03,low_poverty
15000US201079551005,727,10,88,51.21,high_poverty
15000US201079552002,1212,57,68,51.07,high_poverty
15000US201099546002,1253,81,56,37.24,low_poverty
15000US201110002003,1031,120,38,31.85,low_poverty
15000US201110003001,1049,72,44,46.69,low_poverty
15000US201110003002,833,12,51,36.42,low_poverty
15000US201110003006,592,109,218,65.82,high_poverty
15000US201110004002,934,354,84,50.4,low_poverty
15000US201110004004,688,67,146,67.01,high_poverty
15000US201110005001,828,30,129,57.89,high_poverty
15000US201110005003,1393,169,198,53.52,high_poverty
15000US201110006001,988,61,122,40.61,low_poverty
15000US201110007002,1349,251,47,53.63,high_poverty
15000US201110008001,1320,47,99,22.71,low_poverty
15000US201110008002,812,42,38,31.82,low_poverty
15000US201137882001,789,2,95,43.86,low_poverty
15000US201137882003,705,18,16,47.24,low_poverty
15000US201137884002,1266,68,81,57.49,high_poverty
15000US201137884003,386,0,0,50.53,low_poverty
15000US201137885003,598,0,12,39.6,low_poverty
15000US201137886001,1571,95,55,24.39,low_poverty
15000US201137886004,622,55,37,60.63,high_poverty
15000US201137886006,532,11,24,53.33,high_poverty
15000US201137887001,634,21,0,16.88,low_poverty
15000US201154896002,659,24,54,28.37,low_poverty
15000US201154897003,686,22,87,42.86,low_poverty
15000US201154898001,830,59,66,36.29,low_poverty
15000US201154898002,1144,17,47,38.89,low_poverty
15000US201154898004,599,22,44,36.94,low_poverty
15000US201170407011,953,67,88,26.92,low_poverty
15000US201170605103,663,29,99,32.89,low_poverty
15000US201170701823,1047,125,132,43.63,low_poverty
15000US201170901861,1008,38,105,32,low_poverty
15000US201170901862,546,12,12,31.94,low_poverty
15000US201199666002,1198,125,88,40.47,low_poverty
15000US201199666003,611,21,32,44.31,low_poverty
15000US201211001002,1359,0,27,29.18,low_poverty
15000US201211003003,1057,0,0,1.55,low_poverty
15000US201211004001,1041,24,51,30,low_poverty
15000US201211004003,711,27,102,57.75,high_poverty
15000US201211006011,812,0,93,29.05,low_poverty
15000US201211006012,1430,0,0,24.57,low_poverty
15000US201211006013,2609,348,181,30.85,low_poverty
15000US201211007001,570,13,26,47.74,low_poverty
15000US201211007006,1070,68,88,65.64,high_poverty
15000US201231766003,814,33,86,32.71,low_poverty
15000US201231766004,899,34,72,15.85,low_poverty
15000US201259502001,478,7,50,57.53,high_poverty
15000US201259504002,921,2,67,13.5,low_poverty
15000US201259506001,440,84,11,62.12,high_poverty
15000US201259507001,945,32,27,25.45,low_poverty
15000US201259509001,674,58,257,79.46,high_poverty
15000US201259510003,720,37,300,73.48,high_poverty
15000US201259511001,356,78,29,52.63,high_poverty
15000US201259512001,533,21,35,56.41,high_poverty
15000US201259512002,761,119,130,57.74,high_poverty
15000US201279636005,618,7,10,23.97,low_poverty
15000US201279637003,737,10,59,48.97,low_poverty
15000US201299646002,982,67,124,54.55,high_poverty
15000US201299646003,1240,11,18,41.48,low_poverty
15000US201314801002,1760,94,124,25.95,low_poverty
15000US201314802004,993,17,52,35.5,low_poverty
15000US201314803001,915,121,43,39.6,low_poverty
15000US201314803003,688,16,54,54.44,high_poverty
15000US201339516003,634,41,0,37.88,low_poverty
15000US201339517001,712,62,28,76.09,high_poverty
15000US201339518001,1238,138,11,46.33,low_poverty
15000US201339518004,578,16,113,39.69,low_poverty
15000US201359561002,758,10,42,22.96,low_poverty
15000US201390101001,745,8,44,25.58,low_poverty
15000US201390101005,1021,46,14,49.3,low_poverty
15000US201390102001,907,0,12,9.36,low_poverty
15000US201390102003,977,20,156,57.28,high_poverty
15000US201390104001,1149,64,131,32.28,low_poverty
15000US201390105001,1718,114,91,23.04,low_poverty
15000US201390105002,1205,20,54,42.8,low_poverty
15000US201414741001,1094,57,63,47.78,low_poverty
15000US201414741002,969,28,181,49.77,low_poverty
15000US201430857002,824,23,31,33.99,low_poverty
15000US201459702005,527,3,32,49.15,low_poverty
15000US201474752001,911,18,64,23.46,low_poverty
15000US201474753003,667,31,12,25.36,low_poverty
15000US201490001001,933,91,91,26.8,low_poverty
15000US201490002001,1976,51,73,16.6,low_poverty
15000US201490002004,1443,9,26,33.33,low_poverty
15000US201490003001,992,74,115,49.01,low_poverty
15000US201490003003,1125,84,133,43.22,low_poverty
15000US201490004002,810,11,64,23.84,low_poverty
15000US201519686001,1060,20,86,22.33,low_poverty
15000US201519686002,1146,36,50,32.49,low_poverty
15000US201519687001,1106,27,99,45.78,low_poverty
15000US201519687002,1179,121,143,42.65,low_poverty
15000US201519687003,1075,23,14,63.35,high_poverty
15000US201519688001,1438,43,175,33.47,low_poverty
15000US201519688002,666,63,46,43.7,low_poverty
15000US201519688003,706,0,153,40.58,low_poverty
15000US201539506003,1087,69,114,49.78,low_poverty
15000US201550002003,1667,20,0,31.75,low_poverty
15000US201550004004,1338,131,153,53.38,high_poverty
15000US201550005005,950,53,102,48.08,low_poverty
15000US201550005006,441,14,128,21.59,low_poverty
15000US201550007003,1251,15,69,57.72,high_poverty
15000US201550007005,800,33,132,64.12,high_poverty
15000US201550007006,1143,221,178,70.21,high_poverty
15000US201550008001,1016,115,102,66.16,high_poverty
15000US201550010001,455,42,46,52.73,high_poverty
15000US201550010002,1572,285,213,55.26,high_poverty
15000US201550011001,2345,9,27,8.06,low_poverty
15000US201550011003,818,0,26,24.67,low_poverty
15000US201550013001,390,5,3,49.49,low_poverty
15000US201550014001,1226,41,68,24.16,low_poverty
15000US201550014004,680,9,79,34.34,low_poverty
15000US201550015001,714,0,39,17.68,low_poverty
15000US201550017003,718,37,88,45.22,low_poverty
15000US201550017004,718,28,50,41.54,low_poverty
15000US201579781002,599,29,45,31.19,low_poverty
15000US201579782001,850,31,85,22.45,low_poverty
15000US201579782002,847,3,33,31.43,low_poverty
15000US201579783001,761,38,96,52.15,high_poverty
15000US201599673001,649,30,16,29.75,low_poverty
15000US201599673002,593,28,0,6.08,low_poverty
15000US201610002001,2180,293,42,54.85,high_poverty
15000US201610005002,1703,983,415,99.63,high_poverty
15000US201610005004,1058,380,84,66.44,high_poverty
15000US201610006001,1368,92,156,13.13,low_poverty
15000US201610007001,921,92,99,82.35,high_poverty
15000US201610007002,1401,266,99,50.93,low_poverty
15000US201610007004,408,34,15,44.95,low_poverty
15000US201610008012,739,244,137,95.71,high_poverty
15000US201610009002,163,0,33,78.95,high_poverty
15000US201610009005,1772,60,38,22.62,low_poverty
15000US201610011002,2122,176,159,37.14,low_poverty
15000US201610013012,1845,172,132,31.9,low_poverty
15000US201610013021,1500,47,57,22.22,low_poverty
15000US201610013022,1402,49,38,34.91,low_poverty
15000US201610013024,1061,41,93,40.89,low_poverty
15000US201639747001,1172,75,20,39.69,low_poverty
15000US201659722002,1161,55,64,46.04,low_poverty
15000US201690001002,1045,137,110,82.28,high_poverty
15000US201690001006,982,11,7,53.08,high_poverty
15000US201690003003,715,13,99,47.16,low_poverty
15000US201690004003,538,40,32,32.68,low_poverty
15000US201690005001,1997,448,303,68.99,high_poverty
15000US201690005002,1540,496,207,53.43,high_poverty
15000US201690005003,990,8,69,34.12,low_poverty
15000US201690006001,2578,166,305,41.34,low_poverty
15000US201690009003,714,48,64,50.29,low_poverty
15000US201690009006,1902,16,268,41.61,low_poverty
15000US201690010001,1393,33,23,19,low_poverty
15000US201690010003,2220,207,17,9.64,low_poverty
15000US201690011002,963,10,22,18.4,low_poverty
15000US201690011003,1248,19,87,31.68,low_poverty
15000US201690011004,1017,2,3,16.11,low_poverty
15000US201719571003,645,46,22,41.46,low_poverty
15000US201719571005,688,0,40,30.94,low_poverty
15000US201730003002,934,99,235,55.44,high_poverty
15000US201730003005,1344,121,243,75.5,high_poverty
15000US201730004003,1153,76,229,74.25,high_poverty
15000US201730006002,1170,380,320,86.17,high_poverty
15000US201730007001,1273,337,405,69.74,high_poverty
15000US201730010001,982,28,49,52.94,high_poverty
15000US201730010002,1976,101,496,71.51,high_poverty
15000US201730011002,605,122,128,84.38,high_poverty
15000US201730014002,1041,0,0,22.7,low_poverty
15000US201730015003,875,211,105,48.31,low_poverty
15000US201730019002,974,136,190,57.86,high_poverty
15000US201730022003,408,5,22,20.51,low_poverty
15000US201730024001,1054,248,199,78.24,high_poverty
15000US201730034001,553,51,194,88.83,high_poverty
15000US201730034004,589,118,89,70.07,high_poverty
15000US201730035002,881,65,80,49.28,low_poverty
15000US201730039001,983,208,157,47.56,low_poverty
15000US201730052002,1021,145,96,45.45,low_poverty
15000US201730053005,621,0,26,49.59,low_poverty
15000US201730054004,1244,18,452,65.59,high_poverty
15000US201730055012,1291,53,92,47.12,low_poverty
15000US201730055014,724,57,32,16.57,low_poverty
15000US201730057002,581,238,81,67.35,high_poverty
15000US201730058002,443,34,36,45.54,low_poverty
15000US201730059001,1611,193,425,57.55,high_poverty
15000US201730060003,690,69,365,93.96,high_poverty
15000US201730060005,1795,133,649,63.6,high_poverty
15000US201730061001,1306,31,296,57.81,high_poverty
15000US201730061003,1055,0,120,35.83,low_poverty
15000US201730062004,793,39,47,43.75,low_poverty
15000US201730064001,1110,67,70,49.33,low_poverty
15000US201730065002,1632,43,590,84.94,high_poverty
15000US201730065003,839,193,241,68.03,high_poverty
15000US201730066001,1012,159,309,66.26,high_poverty
15000US201730067001,951,222,28,74.32,high_poverty
15000US201730067002,1342,29,119,60.34,high_poverty
15000US201730068001,382,91,11,100,high_poverty
15000US201730068003,782,225,477,100,high_poverty
15000US201730070003,2148,67,451,42.63,low_poverty
15000US201730071023,1248,166,0,83.72,high_poverty
15000US201730072011,887,98,144,44.79,low_poverty
15000US201730072043,3685,0,153,25.07,low_poverty
15000US201730073011,1277,11,64,5.08,low_poverty
15000US201730077002,2550,344,205,56.95,high_poverty
15000US201730078002,774,169,197,65.15,high_poverty
15000US201730080003,1540,44,18,37.34,low_poverty
15000US201730083003,672,38,17,15.53,low_poverty
15000US201730085002,1435,0,168,39.08,low_poverty
15000US201730087002,801,8,73,53.21,high_poverty
15000US201730087003,1112,44,282,71.58,high_poverty
15000US201730088005,772,84,55,67.51,high_poverty
15000US201730091001,1096,89,273,42.48,low_poverty
15000US201730091004,906,0,108,54.17,high_poverty
15000US201730091005,421,0,148,54.61,high_poverty
15000US201730093013,2123,82,32,39.35,low_poverty
15000US201730093014,1105,53,14,74.68,high_poverty
15000US201730093022,1533,95,72,63.7,high_poverty
15000US201730093023,1693,162,176,47.98,low_poverty
15000US201730094011,1549,12,0,20.77,low_poverty
15000US201730094021,1489,39,109,28.47,low_poverty
15000US201730095033,1310,0,0,2.3,low_poverty
15000US201730095034,2371,34,9,18.73,low_poverty
15000US201730095043,1603,0,226,20.12,low_poverty
15000US201730095062,2321,112,22,10.57,low_poverty
15000US201730095101,2003,24,31,13.85,low_poverty
15000US201730095111,1276,13,77,10,low_poverty
15000US201730095112,1859,0,15,17.86,low_poverty
15000US201730095113,1216,32,2,14.59,low_poverty
15000US201730095122,1914,40,12,14.25,low_poverty
15000US201730095123,1329,60,2,7.51,low_poverty
15000US201730098014,1272,23,234,34.71,low_poverty
15000US201730098024,736,32,0,33.14,low_poverty
15000US201730100042,3486,68,49,26.34,low_poverty
15000US201730100053,1146,10,28,22.09,low_poverty
15000US201730101061,2742,48,195,30.21,low_poverty
15000US201730101091,2310,367,217,55.11,high_poverty
15000US201730101131,1445,4,26,22.14,low_poverty
15000US201730102001,2292,57,36,34.29,low_poverty
15000US201730103004,1432,0,0,24.15,low_poverty
15000US201730104002,937,60,24,25.42,low_poverty
15000US201730106001,994,11,55,21.62,low_poverty
15000US201730106003,1170,0,0,15.96,low_poverty
15000US201730107001,1182,13,19,43.23,low_poverty
15000US201730107002,2160,19,90,26.34,low_poverty
15000US201759656001,611,20,0,21.79,low_poverty
15000US201759656003,669,5,31,36.97,low_poverty
15000US201759657003,1288,29,10,9.29,low_poverty
15000US201759658002,1039,175,9,17.16,low_poverty
15000US201759658003,1084,39,322,38.68,low_poverty
15000US201759659001,1678,6,61,57.09,high_poverty
15000US201759659004,2385,159,133,53.79,high_poverty
15000US201759660003,1447,127,76,59.31,high_poverty
15000US201770004001,471,51,77,78.57,high_poverty
15000US201770005003,1177,138,158,82.35,high_poverty
15000US201770006001,1024,5,194,50.41,low_poverty
15000US201770006002,786,71,96,77.78,high_poverty
15000US201770008003,829,46,153,66.67,high_poverty
15000US201770009002,863,24,106,76.84,high_poverty
15000US201770009003,695,30,92,63.93,high_poverty
15000US201770010004,1069,95,171,62.24,high_poverty
15000US201770013004,560,75,50,77.12,high_poverty
15000US201770016032,1360,170,242,68.35,high_poverty
15000US201770016042,1196,18,65,19.53,low_poverty
15000US201770019002,552,0,0,18.13,low_poverty
15000US201770019003,551,26,35,53.49,high_poverty
15000US201770021003,702,97,128,34.09,low_poverty
15000US201770024001,2055,87,228,21.98,low_poverty
15000US201770024002,2271,65,231,52.44,high_poverty
15000US201770024003,1036,35,145,53.85,high_poverty
15000US201770025003,1112,0,63,29.89,low_poverty
15000US201770026013,1235,9,88,46.3,low_poverty
15000US201770027012,917,13,48,16.36,low_poverty
15000US201770027013,967,79,9,30.81,low_poverty
15000US201770027022,1306,10,17,30.5,low_poverty
15000US201770028003,1153,322,241,73.6,high_poverty
15000US201770029001,593,113,159,82.23,high_poverty
15000US201770029002,787,0,426,94.67,high_poverty
15000US201770029003,1379,50,183,30.41,low_poverty
15000US201770030022,2101,38,24,38.06,low_poverty
15000US201770031003,2738,497,428,45.91,low_poverty
15000US201770033011,2545,31,106,26.73,low_poverty
15000US201770033021,1009,43,55,19.57,low_poverty
15000US201770033022,2482,41,64,8.73,low_poverty
15000US201770035001,1964,23,13,17.46,low_poverty
15000US201770036042,2954,33,129,9.19,low_poverty
15000US201770036051,2794,52,38,12.32,low_poverty
15000US201770036062,661,0,0,4.79,low_poverty
15000US201770037002,1090,38,52,10.58,low_poverty
15000US201770039013,1929,0,16,12.32,low_poverty
15000US201770039014,2077,0,193,16.92,low_poverty
15000US201770039021,2848,24,28,14.91,low_poverty
15000US201770040001,514,25,113,70.71,high_poverty
15000US201770040004,808,228,147,95.21,high_poverty
15000US201770041003,678,12,98,31.03,low_poverty
15000US201799526002,590,67,11,40.74,low_poverty
15000US201799527001,727,72,7,36.89,low_poverty
15000US201799527002,655,0,10,47.73,low_poverty
15000US201814536002,447,12,18,67.01,high_poverty
15000US201814537001,763,264,158,30.52,low_poverty
15000US201814537002,446,44,0,23.46,low_poverty
15000US201854706001,817,24,93,30.12,low_poverty
15000US201854707001,1048,28,104,40.45,low_poverty
15000US201879641001,714,7,15,38.18,low_poverty
15000US201879641002,1431,60,70,33.2,low_poverty
15000US201899652001,1317,72,113,27.4,low_poverty
15000US201899652002,869,24,0,29.45,low_poverty
15000US201899652003,962,226,52,44.8,low_poverty
15000US201919621001,786,0,127,54.81,high_poverty
15000US201919622002,715,6,2,12.73,low_poverty
15000US201919622006,715,52,96,62.07,high_poverty
15000US201919623002,504,9,71,41.67,low_poverty
15000US201919623003,633,43,13,43.14,low_poverty
15000US201919624001,829,143,40,51.25,high_poverty
15000US201919624004,912,14,51,39.85,low_poverty
15000US201919625001,935,62,243,43.14,low_poverty
15000US201939534001,1165,22,63,31.39,low_poverty
15000US201959558002,466,0,8,57.38,high_poverty
15000US201959558003,517,29,86,49.31,low_poverty
15000US201974831001,647,16,59,32.61,low_poverty
15000US201974831003,1127,28,75,26.34,low_poverty
15000US201974831004,822,47,0,20,low_poverty
15000US201974832001,958,25,40,37.13,low_poverty
15000US202019786002,594,54,0,28.04,low_poverty
15000US202019787001,468,9,56,29.09,low_poverty
15000US202019787002,555,30,76,44.34,low_poverty
15000US202039576002,711,13,28,13.53,low_poverty
15000US202050973001,2070,208,208,45.56,low_poverty
15000US202050974002,666,5,53,22.81,low_poverty
15000US202070966001,1710,121,301,54.57,high_poverty
15000US202070967001,1436,57,111,51.1,high_poverty
15000US202090400011,0,0,0,0,low_poverty
15000US202090403001,650,152,105,97.1,high_poverty
15000US202090404001,1246,330,172,75,high_poverty
15000US202090404002,498,88,3,72.03,high_poverty
15000US202090406001,647,47,143,78.66,high_poverty
15000US202090407002,968,70,219,98.8,high_poverty
15000US202090409001,200,11,45,72.5,high_poverty
15000US202090409002,275,159,33,92.73,high_poverty
15000US202090413003,1659,326,476,81.59,high_poverty
15000US202090415001,1448,220,287,76.31,high_poverty
15000US202090416002,922,84,88,36.75,low_poverty
15000US202090417002,1425,133,286,72.73,high_poverty
15000US202090417003,819,4,171,51.09,high_poverty
15000US202090419002,1180,201,136,70.32,high_poverty
15000US202090420011,763,34,298,88.36,high_poverty
15000US202090420021,888,159,275,57.3,high_poverty
15000US202090421001,796,164,19,91.85,high_poverty
15000US202090421003,636,224,58,78.79,high_poverty
15000US202090423002,862,50,170,72.6,high_poverty
15000US202090426001,1376,101,256,73.33,high_poverty
15000US202090427001,1613,44,318,59.55,high_poverty
15000US202090427002,2012,719,375,63.91,high_poverty
15000US202090433013,1368,246,196,72.38,high_poverty
15000US202090436002,730,50,46,63.34,high_poverty
15000US202090436004,1387,252,388,22.36,low_poverty
15000US202090436005,2023,109,358,49.78,low_poverty
15000US202090438032,1288,292,35,61.9,high_poverty
15000US202090439031,1438,265,179,56.39,high_poverty
15000US202090439041,1958,245,116,58.26,high_poverty
15000US202090440031,960,46,87,33.91,low_poverty
15000US202090441011,1111,186,146,56.84,high_poverty
15000US202090441022,504,0,50,48.67,low_poverty
15000US202090441031,964,20,28,44.76,low_poverty
15000US202090441032,1851,78,97,41.13,low_poverty
15000US202090441041,1446,101,226,75.58,high_poverty
15000US202090442012,930,41,0,62.44,high_poverty
15000US202090442014,1114,7,0,57.26,high_poverty
15000US202090442021,1449,18,139,45.87,low_poverty
15000US202090443031,718,7,37,35.32,low_poverty
15000US202090444002,889,60,102,80.18,high_poverty
15000US202090447024,1351,298,112,57.37,high_poverty
15000US202090447031,2175,5,36,14.6,low_poverty
15000US202090447042,733,110,9,27.66,low_poverty
15000US202090448041,3544,0,104,14.59,low_poverty
15000US202090448042,1069,9,0,13.69,low_poverty
15000US202090448051,2103,31,151,31.73,low_poverty
15000US202090449001,1046,8,29,22.09,low_poverty
15000US202090450002,1653,658,115,78.81,high_poverty
15000US202090450003,709,82,103,67.94,high_poverty
15000US202090452001,845,70,340,68.46,high_poverty
15000US210019701001,903,90,150,42.61,low_poverty
15000US210019704011,1841,70,419,40.38,low_poverty
15000US210019704021,1785,115,135,42.99,low_poverty
15000US210019704022,771,0,80,47.33,low_poverty
15000US210019705001,1344,71,131,47.25,low_poverty
15000US210019706001,1459,128,294,27.01,low_poverty
15000US210039201003,1179,139,97,32.17,low_poverty
15000US210039203001,1403,22,67,27.88,low_poverty
15000US210039203003,965,0,219,60.71,high_poverty
15000US210039203004,641,265,30,52.9,high_poverty
15000US210039204001,2038,137,170,43.79,low_poverty
15000US210039204002,965,21,246,48.17,low_poverty
15000US210039204003,967,113,242,42.07,low_poverty
15000US210039206001,1996,165,232,42.5,low_poverty
15000US210039206002,1516,38,289,43.83,low_poverty
15000US210059502011,1113,16,0,22.67,low_poverty
15000US210059502012,1091,19,35,66.8,high_poverty
15000US210059502014,1092,16,16,34.07,low_poverty
15000US210079501003,1366,37,112,22.68,low_poverty
15000US210079503001,632,16,32,56.12,high_poverty
15000US210079503002,758,23,62,32.91,low_poverty
15000US210099501002,916,64,109,47.79,low_poverty
15000US210099502002,1225,86,177,52.19,high_poverty
15000US210099502003,1459,99,307,72.08,high_poverty
15000US210099505003,588,44,49,17.1,low_poverty
15000US210099506005,1081,397,209,78.48,high_poverty
15000US210099509002,896,0,132,25.82,low_poverty
15000US210099509003,1299,76,136,45.93,low_poverty
15000US210119701002,1149,236,177,56.72,high_poverty
15000US210119702002,2070,127,142,32.94,low_poverty
15000US210119703001,1159,92,133,71.96,high_poverty
15000US210119703002,1306,229,152,48.99,low_poverty
15000US210139608003,1002,183,70,70.06,high_poverty
15000US210139611001,209,12,0,60,high_poverty
15000US210150701003,684,0,106,44.02,low_poverty
15000US210150701004,903,0,221,61.66,high_poverty
15000US210150701005,2217,31,161,54.17,high_poverty
15000US210150702003,1318,201,112,68.14,high_poverty
15000US210150703051,2615,149,125,24.16,low_poverty
15000US210150703072,4701,58,77,16.03,low_poverty
15000US210150703111,1041,37,142,68.78,high_poverty
15000US210150703112,1409,0,248,29.65,low_poverty
15000US210150703132,754,0,0,12.95,low_poverty
15000US210150703142,1721,23,54,16.41,low_poverty
15000US210150704012,3636,0,0,12.15,low_poverty
15000US210150704022,1268,5,1,8.95,low_poverty
15000US210150704023,3587,197,406,18.5,low_poverty
15000US210150705021,446,11,57,48.34,low_poverty
15000US210150705042,3450,92,331,21.82,low_poverty
15000US210150706011,695,9,9,35.95,low_poverty
15000US210150706041,1129,7,178,31.92,low_poverty
15000US210150706052,1540,132,8,23.53,low_poverty
15000US210150706053,1213,0,47,16.04,low_poverty
15000US210150706071,3853,119,93,18.79,low_poverty
15000US210170301004,444,24,46,88.55,high_poverty
15000US210170304002,1484,102,9,43.37,low_poverty
15000US210170305003,570,120,40,55.38,high_poverty
15000US210190304001,2128,169,409,41.6,low_poverty
15000US210190305001,1863,117,294,35.96,low_poverty
15000US210190306004,795,23,84,27.52,low_poverty
15000US210190309002,1281,0,346,34.5,low_poverty
15000US210190313001,697,42,78,37.24,low_poverty
15000US210190313002,749,142,114,45.11,low_poverty
15000US210219301002,1198,0,74,12.36,low_poverty
15000US210219301003,1783,262,240,39.34,low_poverty
15000US210219305001,1280,110,89,54.25,high_poverty
15000US210219306002,1757,16,207,38.6,low_poverty
15000US210219307003,2063,114,366,58.53,high_poverty
15000US210239501001,961,100,66,55.95,high_poverty
15000US210239501002,1509,59,326,54.35,high_poverty
15000US210239502001,694,28,67,31.08,low_poverty
15000US210239503002,923,99,81,39.68,low_poverty
15000US210239503004,974,10,182,56.25,high_poverty
15000US210259203002,721,92,174,28.25,low_poverty
15000US210259203003,765,34,356,66.67,high_poverty
15000US210259204001,1461,221,270,46.61,low_poverty
