GEOID,C17002e1,C17002e2,C17002e3,poverty
15000US170370005002,2210,129,163,low_poverty
15000US170370006002,906,107,11,low_poverty
15000US170370006004,1097,85,84,high_poverty
15000US170370009001,886,42,0,low_poverty
15000US170370009004,2164,168,139,low_poverty
15000US170370010012,2190,151,101,low_poverty
15000US170370010021,3148,1180,644,high_poverty
15000US170370010023,1701,842,417,high_poverty
15000US170370013006,447,15,31,high_poverty
15000US170370014001,1357,111,61,low_poverty
15000US170370014003,713,177,170,high_poverty
15000US170370019001,816,19,22,low_poverty
15000US170370020002,2072,32,104,low_poverty
15000US170370022001,0,0,0,low_poverty
15000US170370022002,978,525,230,high_poverty
15000US170399714001,1277,56,152,low_poverty
15000US170399715002,1005,14,45,low_poverty
15000US170399716003,916,10,26,low_poverty
15000US170399718002,1328,85,78,low_poverty
15000US170419520003,511,11,31,low_poverty
15000US170419521001,877,113,16,low_poverty
15000US170419521004,1505,53,41,low_poverty
15000US170419522003,1001,15,131,low_poverty
15000US170419523004,1135,3,20,low_poverty
15000US170419524002,1145,13,44,low_poverty
15000US170419524003,1199,63,43,low_poverty
15000US170438400001,1918,71,70,low_poverty
15000US170438401031,1610,0,15,low_poverty
15000US170438401032,1641,0,454,low_poverty
15000US170438401034,1568,19,0,low_poverty
15000US170438401043,1168,60,0,high_poverty
15000US170438403033,1479,376,109,high_poverty
15000US170438403042,910,18,96,low_poverty
15000US170438407032,2213,115,11,low_poverty
15000US170438407051,2279,24,0,low_poverty
15000US170438407061,1577,0,39,low_poverty
15000US170438408012,1294,70,97,high_poverty
15000US170438408021,1234,50,364,low_poverty
15000US170438408024,922,227,69,low_poverty
15000US170438409042,1918,34,183,high_poverty
15000US170438409062,1599,10,210,low_poverty
15000US170438409101,1497,0,16,low_poverty
15000US170438409102,1618,0,264,high_poverty
15000US170438409104,1061,24,265,high_poverty
15000US170438409112,2214,54,208,low_poverty
15000US170438410021,1540,0,19,low_poverty
15000US170438410032,1495,35,70,low_poverty
15000US170438410041,1704,28,21,low_poverty
15000US170438410042,1819,8,24,low_poverty
15000US170438411022,1243,39,202,low_poverty
15000US170438411024,1862,0,0,low_poverty
15000US170438411033,1008,12,27,low_poverty
15000US170438411081,1488,55,263,low_poverty
15000US170438411093,1245,15,0,low_poverty
15000US170438411111,1938,64,27,low_poverty
15000US170438412042,1590,336,52,low_poverty
15000US170438412043,1016,45,45,low_poverty
15000US170438412044,1797,47,25,low_poverty
15000US170438412053,1256,12,13,low_poverty
15000US170438412061,1806,11,61,low_poverty
15000US170438412071,2016,36,49,low_poverty
15000US170438412082,1665,190,174,low_poverty
15000US170438412092,1945,207,105,low_poverty
15000US170438412103,1200,27,144,high_poverty
15000US170438413073,1249,8,0,low_poverty
15000US170438413074,1742,7,15,low_poverty
15000US170438413082,1637,60,0,low_poverty
15000US170438413141,1751,0,0,low_poverty
15000US170438413151,1765,32,6,low_poverty
15000US170438413202,1137,262,76,low_poverty
15000US170438413232,1258,40,88,low_poverty
15000US170438413242,1189,17,0,low_poverty
15000US170438413271,1352,15,0,low_poverty
15000US170438413272,1453,23,48,low_poverty
15000US170438414033,1767,44,72,low_poverty
15000US170438414042,1931,113,70,low_poverty
15000US170438415012,1661,227,240,high_poverty
15000US170438415031,1752,114,194,low_poverty
15000US170438415032,2140,40,63,high_poverty
15000US170438416031,1429,2,102,low_poverty
15000US170438416042,2112,125,139,low_poverty
15000US170438416052,1871,341,655,high_poverty
15000US170438416061,1114,23,97,low_poverty
15000US170438416072,1640,67,45,low_poverty
15000US170438417031,1796,0,75,low_poverty
15000US170438417034,2062,44,56,low_poverty
15000US170438417041,1456,0,55,low_poverty
15000US170438417061,2339,22,303,low_poverty
15000US170438417062,1784,216,83,high_poverty
15000US170438418012,1985,9,11,low_poverty
15000US170438418021,2289,11,0,low_poverty
15000US170438419012,1101,22,0,low_poverty
15000US170438419021,1059,62,32,low_poverty
15000US170438419023,598,0,80,low_poverty
15000US170438420001,1310,22,53,low_poverty
15000US170438420003,1515,0,40,low_poverty
15000US170438422002,1328,55,9,low_poverty
15000US170438423002,1223,7,30,low_poverty
15000US170438424002,1026,18,19,low_poverty
15000US170438424003,1874,105,175,high_poverty
15000US170438426011,1643,35,14,low_poverty
15000US170438426012,1310,23,0,low_poverty
15000US170438426031,712,21,9,low_poverty
15000US170438426052,1299,0,8,low_poverty
15000US170438427021,1383,212,12,low_poverty
15000US170438427023,1912,42,73,low_poverty
15000US170438427032,1229,0,11,low_poverty
15000US170438427042,1029,0,0,low_poverty
15000US170438427092,1570,0,27,low_poverty
15000US170438427103,1420,157,36,high_poverty
15000US170438428001,992,38,7,low_poverty
15000US170438428004,1261,0,6,low_poverty
15000US170438429001,1774,51,56,low_poverty
15000US170438430001,1456,161,10,low_poverty
15000US170438431001,1404,115,144,high_poverty
15000US170438432002,1085,61,2,low_poverty
15000US170438432003,1545,59,178,high_poverty
15000US170438433013,1482,70,83,low_poverty
15000US170438435002,1730,33,18,low_poverty
15000US170438436011,1466,52,29,low_poverty
15000US170438436012,784,7,73,low_poverty
15000US170438436021,1828,151,12,low_poverty
15000US170438436022,1417,10,81,low_poverty
15000US170438440012,1789,38,8,low_poverty
15000US170438440021,1108,0,0,low_poverty
15000US170438440022,1780,0,0,low_poverty
15000US170438440023,1824,37,6,low_poverty
15000US170438441002,1308,0,122,low_poverty
15000US170438442011,718,31,0,low_poverty
15000US170438442014,1348,0,84,low_poverty
15000US170438442022,1342,16,0,low_poverty
15000US170438443052,1354,36,8,low_poverty
15000US170438443053,1064,21,66,low_poverty
15000US170438443062,1882,16,187,high_poverty
15000US170438443073,1747,93,238,low_poverty
15000US170438444011,1708,0,102,low_poverty
15000US170438445011,981,14,47,low_poverty
15000US170438445012,1729,63,71,low_poverty
15000US170438445013,1116,88,136,low_poverty
15000US170438445021,1349,48,0,low_poverty
15000US170438446023,1186,40,34,low_poverty
15000US170438447013,999,16,50,low_poverty
15000US170438447014,1160,50,16,low_poverty
15000US170438447021,1707,27,0,low_poverty
15000US170438448013,1152,11,9,low_poverty
15000US170438449011,1571,30,69,low_poverty
15000US170438450002,1112,0,0,low_poverty
15000US170438450003,1242,49,151,low_poverty
15000US170438450004,1420,37,83,low_poverty
15000US170438452002,1552,48,0,low_poverty
15000US170438453001,1789,8,0,low_poverty
15000US170438454021,1093,0,0,low_poverty
15000US170438454022,1908,251,63,low_poverty
15000US170438455021,1217,0,41,low_poverty
15000US170438455022,2135,17,113,low_poverty
15000US170438455052,1445,77,100,high_poverty
15000US170438455061,2744,136,454,high_poverty
15000US170438455072,1838,0,8,low_poverty
15000US170438456023,1984,66,17,low_poverty
15000US170438457011,1707,36,35,low_poverty
15000US170438457012,1007,31,0,low_poverty
15000US170438457024,797,0,0,low_poverty
15000US170438457034,1484,107,198,high_poverty
15000US170438458021,1735,138,80,low_poverty
15000US170438458022,905,47,0,low_poverty
15000US170438458071,1290,73,58,low_poverty
15000US170438458093,2116,7,0,low_poverty
15000US170438458103,1385,22,25,low_poverty
15000US170438459021,1408,47,6,low_poverty
15000US170438461023,1845,91,30,low_poverty
15000US170438461033,1086,11,32,low_poverty
15000US170438461041,1572,10,51,low_poverty
15000US170438461061,2498,3,291,low_poverty
15000US170438462011,1749,32,74,low_poverty
15000US170438462013,1256,22,40,low_poverty
15000US170438462014,1453,28,11,low_poverty
15000US170438462021,1934,243,89,low_poverty
15000US170438462024,1233,0,13,low_poverty
15000US170438462031,1670,21,0,low_poverty
15000US170438462073,1482,10,0,low_poverty
15000US170438463042,1790,15,145,low_poverty
15000US170438463051,1465,0,25,low_poverty
15000US170438463052,1756,0,14,low_poverty
15000US170438463072,1926,49,139,low_poverty
15000US170438463102,1838,18,12,low_poverty
15000US170438463111,1099,0,88,low_poverty
15000US170438463113,1628,89,72,low_poverty
15000US170438463123,1280,46,0,low_poverty
15000US170438463133,1110,0,19,low_poverty
15000US170438463142,1278,7,31,low_poverty
15000US170438464043,1165,0,0,low_poverty
15000US170438464044,1411,103,0,low_poverty
15000US170438464051,1980,10,13,low_poverty
15000US170438464112,941,76,0,low_poverty
15000US170438464122,1018,44,6,low_poverty
15000US170438464123,1709,27,58,low_poverty
15000US170438465043,1394,0,13,low_poverty
15000US170438465091,1015,95,181,low_poverty
15000US170438465102,1305,7,0,low_poverty
15000US170438465141,1930,106,0,low_poverty
15000US170438465142,2420,33,70,low_poverty
15000US170438465171,1225,0,0,low_poverty
15000US170438465173,2652,0,0,low_poverty
15000US170438465182,1392,3,25,low_poverty
15000US170438465212,897,39,16,low_poverty
15000US170438465243,2228,9,21,low_poverty
15000US170438467012,624,22,16,high_poverty
15000US170438467021,1520,23,53,high_poverty
15000US170450701001,660,22,32,low_poverty
15000US170450701002,762,46,118,low_poverty
15000US170450702002,948,32,137,low_poverty
15000US170450703001,985,23,183,low_poverty
15000US170450703003,471,0,67,low_poverty
15000US170450703004,559,37,119,low_poverty
15000US170450704005,870,29,84,high_poverty
15000US170499502001,1096,43,49,low_poverty
15000US170499502002,811,6,128,high_poverty
15000US170499502003,995,53,13,high_poverty
15000US170499502004,1756,16,41,low_poverty
15000US170499505002,1620,20,19,low_poverty
15000US170499505003,1415,68,42,low_poverty
15000US170499506003,1599,88,160,low_poverty
15000US170499507001,1977,24,217,low_poverty
15000US170499508002,1492,87,117,high_poverty
15000US170499508003,467,95,47,low_poverty
15000US170499508004,797,7,87,low_poverty
15000US170519505003,839,59,150,low_poverty
15000US170519506002,743,87,28,low_poverty
15000US170519506003,810,30,138,high_poverty
15000US170519507001,1018,23,131,high_poverty
15000US170519507003,857,16,45,low_poverty
15000US170519507004,1416,75,29,low_poverty
15000US170519508001,764,21,26,low_poverty
15000US170519509002,601,79,65,high_poverty
15000US170519510003,992,0,80,low_poverty
15000US170519511003,765,5,202,low_poverty
15000US170539617002,589,29,6,low_poverty
15000US170539618001,570,0,71,high_poverty
15000US170539618003,1007,89,78,low_poverty
15000US170539618004,1932,85,26,low_poverty
15000US170539619001,642,69,31,low_poverty
15000US170539620004,594,0,64,low_poverty
15000US170550403001,741,54,54,high_poverty
15000US170550403002,642,65,71,low_poverty
15000US170550403003,1276,175,62,low_poverty
15000US170550404003,1177,64,189,low_poverty
15000US170550404004,797,78,198,high_poverty
15000US170550406002,918,86,111,high_poverty
15000US170550407003,739,64,68,low_poverty
15000US170550409002,650,33,19,high_poverty
15000US170550409003,1383,118,206,low_poverty
15000US170550410001,891,227,54,high_poverty
15000US170550410003,933,179,193,high_poverty
15000US170550411003,527,87,3,low_poverty
15000US170550412002,778,44,17,low_poverty
15000US170550412003,1975,108,205,low_poverty
15000US170579530002,771,20,45,low_poverty
15000US170579532003,902,21,87,low_poverty
15000US170579532004,331,16,27,low_poverty
15000US170579533002,1163,76,78,low_poverty
15000US170579533003,1498,52,216,low_poverty
15000US170579534003,759,82,111,high_poverty
15000US170579536001,888,104,75,high_poverty
15000US170579537003,1027,61,85,low_poverty
15000US170579538001,1149,70,147,low_poverty
15000US170579539002,834,32,124,low_poverty
15000US170619736004,1084,56,15,low_poverty
15000US170619737001,469,57,27,low_poverty
15000US170619738003,921,116,54,low_poverty
15000US170619740002,555,79,19,low_poverty
15000US170630002001,843,5,8,low_poverty
15000US170630002002,2121,59,143,low_poverty
15000US170630002003,1586,25,11,low_poverty
15000US170630005001,2142,64,22,low_poverty
15000US170630006003,1266,122,65,low_poverty
15000US170630007001,1635,40,103,low_poverty
15000US170630007002,1065,59,53,low_poverty
15000US170630007003,752,26,23,low_poverty
15000US170630007005,1542,224,247,high_poverty
15000US170630008003,2301,101,62,low_poverty
15000US170630009003,657,66,0,low_poverty
15000US170630009005,1008,61,15,low_poverty
15000US170659732003,779,68,23,low_poverty
15000US170679537001,488,45,18,low_poverty
15000US170679538001,896,107,20,low_poverty
15000US170679540002,725,48,13,low_poverty
15000US170679541003,656,40,68,low_poverty
15000US170679542002,768,48,37,low_poverty
15000US170679543003,480,34,0,low_poverty
15000US170679543004,605,20,32,high_poverty
15000US170679543005,841,35,207,high_poverty
15000US170699709003,553,63,45,high_poverty
15000US170699710003,547,53,69,high_poverty
15000US170719733002,1105,9,79,low_poverty
15000US170719735002,617,18,9,low_poverty
15000US170719735003,1481,76,187,low_poverty
15000US170730301001,832,0,0,low_poverty
15000US170730301003,534,54,0,low_poverty
15000US170730301007,739,287,23,high_poverty
15000US170730302012,1975,43,32,low_poverty
15000US170730302014,978,54,3,low_poverty
15000US170730302022,727,55,2,low_poverty
15000US170730302023,841,4,27,low_poverty
15000US170730302031,1272,10,23,low_poverty
15000US170730303004,1029,12,0,low_poverty
15000US170730308003,983,36,121,low_poverty
15000US170730311003,1056,59,135,high_poverty
15000US170759501002,722,29,166,low_poverty
15000US170759501003,883,70,74,low_poverty
15000US170759502003,1376,24,27,low_poverty
15000US170759503001,1144,37,78,low_poverty
15000US170759503002,1181,18,62,low_poverty
15000US170759505005,1067,32,63,low_poverty
15000US170759506002,906,89,62,low_poverty
15000US170759507002,510,54,25,low_poverty
15000US170759507003,923,0,13,low_poverty
15000US170759508003,759,14,122,low_poverty
15000US170759509004,603,62,28,low_poverty
15000US170770102002,1667,117,193,low_poverty
15000US170770103003,760,39,82,high_poverty
15000US170770104002,1514,93,208,high_poverty
15000US170770106002,1156,76,78,low_poverty
15000US170770106004,1187,53,292,low_poverty
15000US170770107001,566,56,261,high_poverty
15000US170770107003,700,374,25,low_poverty
15000US170770107004,545,173,51,high_poverty
15000US170770109003,819,125,270,high_poverty
15000US170770110002,1643,64,44,low_poverty
15000US170770110003,1326,91,33,low_poverty
15000US170770110005,325,0,37,low_poverty
15000US170770111004,864,459,295,high_poverty
15000US170770112003,839,625,83,high_poverty
15000US170770114003,1983,759,383,high_poverty
15000US170770116001,964,76,55,low_poverty
15000US170770117003,1115,130,144,low_poverty
15000US170799773003,607,8,13,low_poverty
15000US170799774002,633,22,0,low_poverty
15000US170799774003,774,40,56,low_poverty
15000US170799774004,631,78,25,high_poverty
15000US170810501002,926,13,15,low_poverty
15000US170810502001,1311,103,27,low_poverty
15000US170810503001,1171,74,66,low_poverty
15000US170810503002,680,32,13,low_poverty
15000US170810503005,1127,62,55,low_poverty
15000US170810504003,1034,119,35,low_poverty
15000US170810506002,585,0,0,low_poverty
15000US170810507002,735,7,33,high_poverty
15000US170810508003,1913,58,125,low_poverty
15000US170810509001,669,48,39,high_poverty
15000US170830101004,2066,189,127,low_poverty
15000US170830103001,744,36,5,low_poverty
15000US170830103002,1662,95,56,low_poverty
15000US170830104015,988,0,0,high_poverty
15000US170830104016,718,20,17,low_poverty
15000US170830105001,1547,109,72,low_poverty
15000US170850201004,1640,22,118,low_poverty
15000US170850202002,970,51,95,low_poverty
15000US170850202003,924,1,36,low_poverty
15000US170850202004,849,24,0,low_poverty
15000US170850203002,731,45,12,low_poverty
15000US170850204012,1016,4,6,low_poverty
15000US170850204023,605,42,36,low_poverty
15000US170850204024,771,13,141,low_poverty
15000US170850205001,698,0,24,low_poverty
15000US170879776005,821,105,71,high_poverty
15000US170879778001,995,53,255,low_poverty
15000US170879778002,800,54,82,low_poverty
15000US170879800001,42,0,0,high_poverty
15000US170898501011,2691,127,570,high_poverty
15000US170898501012,4293,120,119,low_poverty
15000US170898501031,4399,58,43,low_poverty
15000US170898501032,1707,77,0,low_poverty
15000US170898501061,1612,0,0,low_poverty
15000US170898502023,2892,179,294,high_poverty
15000US170898503011,1667,1328,234,high_poverty
15000US170898506001,2928,106,128,low_poverty
15000US170898506002,2714,72,11,low_poverty
15000US170898507011,2419,0,0,low_poverty
15000US170898507024,2486,48,163,low_poverty
15000US170898508001,564,0,130,low_poverty
15000US170898508003,1056,0,148,high_poverty
15000US170898508005,1628,39,41,high_poverty
15000US170898508006,812,0,0,low_poverty
15000US170898510001,2435,199,99,high_poverty
15000US170898510003,1213,0,86,low_poverty
15000US170898511011,236,58,24,low_poverty
15000US170898511012,914,20,155,low_poverty
15000US170898511021,930,252,103,high_poverty
15000US170898513012,2528,208,173,high_poverty
15000US170898513024,614,18,206,high_poverty
15000US170898514001,1166,26,37,high_poverty
15000US170898514003,1296,161,0,low_poverty
15000US170898514005,771,36,21,high_poverty
15000US170898516004,987,104,0,low_poverty
15000US170898518011,2911,0,148,low_poverty
15000US170898518014,2290,134,125,low_poverty
15000US170898519043,1620,15,0,low_poverty
15000US170898519044,2093,9,31,low_poverty
15000US170898519071,529,0,0,low_poverty
15000US170898519073,3641,163,120,low_poverty
15000US170898519083,1596,18,77,low_poverty
15000US170898519101,2582,7,38,low_poverty
15000US170898520021,2060,16,95,low_poverty
15000US170898520023,1677,0,0,low_poverty
15000US170898520031,2310,92,38,low_poverty
15000US170898521011,1250,0,0,low_poverty
15000US170898522013,904,11,31,low_poverty
15000US170898522022,1640,79,138,high_poverty
15000US170898522023,2702,0,49,low_poverty
15000US170898523001,690,40,24,low_poverty
15000US170898524013,1029,37,61,low_poverty
15000US170898524022,1874,0,0,low_poverty
15000US170898524033,1409,19,47,low_poverty
15000US170898524034,432,24,0,low_poverty
15000US170898524035,1109,56,34,low_poverty
15000US170898525003,1329,13,106,low_poverty
15000US170898526015,549,11,0,low_poverty
15000US170898526061,2144,10,1,low_poverty
15000US170898526062,2054,1,60,low_poverty
15000US170898527004,1272,0,28,low_poverty
15000US170898528031,3008,29,224,low_poverty
15000US170898528052,908,51,136,high_poverty
15000US170898528053,1883,19,63,low_poverty
15000US170898528062,842,12,0,low_poverty
15000US170898528071,3085,17,129,low_poverty
15000US170898528083,1455,0,13,low_poverty
15000US170898529031,2079,0,90,low_poverty
15000US170898529071,3106,225,165,low_poverty
15000US170898529073,1474,128,167,high_poverty
15000US170898530041,1497,26,100,low_poverty
15000US170898530051,2844,98,176,low_poverty
15000US170898530061,1523,104,0,low_poverty
15000US170898533001,1280,42,331,high_poverty
15000US170898534004,1615,136,271,high_poverty
15000US170898536003,2790,486,574,high_poverty
15000US170898539005,1642,116,31,low_poverty
15000US170898540011,2545,19,42,low_poverty
15000US170898540021,695,0,299,low_poverty
15000US170898540022,549,12,106,low_poverty
15000US170898541002,1421,132,152,high_poverty
15000US170898541003,1046,54,38,high_poverty
15000US170898541004,1303,18,157,high_poverty
15000US170898543014,3352,242,470,high_poverty
15000US170898543023,2338,74,301,high_poverty
15000US170898544001,755,0,276,high_poverty
15000US170898544005,1763,26,87,low_poverty
15000US170898545032,1624,0,0,low_poverty
15000US170898546001,1608,267,559,high_poverty
15000US170898546003,696,23,129,high_poverty
15000US170898548002,3610,0,8,low_poverty
15000US170898549001,8,0,8,low_poverty
15000US170898549003,2224,251,352,high_poverty
15000US170898549004,1700,34,87,low_poverty
15000US170910102022,1492,42,18,low_poverty
15000US170910102025,498,62,16,high_poverty
15000US170910103002,1582,63,20,low_poverty
15000US170910105002,1388,36,0,low_poverty
15000US170910106012,1594,0,33,low_poverty
15000US170910107011,4648,236,94,low_poverty
15000US170910107022,1617,0,71,low_poverty
15000US170910108001,749,98,78,low_poverty
15000US170910108003,806,8,46,high_poverty
15000US170910109001,1533,34,17,low_poverty
15000US170910110003,680,136,119,high_poverty
15000US170910113002,899,58,7,low_poverty
15000US170910114001,642,73,53,high_poverty
15000US170910114002,1090,325,173,high_poverty
15000US170910115001,530,183,119,high_poverty
15000US170910116001,528,224,122,high_poverty
15000US170910117002,596,165,9,high_poverty
15000US170910117004,1039,284,138,high_poverty
15000US170910118001,779,63,158,low_poverty
15000US170910119001,1413,29,114,low_poverty
15000US170910120001,1209,81,45,low_poverty
15000US170910120002,645,22,62,high_poverty
15000US170910120003,1735,624,484,high_poverty
15000US170910121001,813,22,246,low_poverty
15000US170910121003,1569,46,129,low_poverty
15000US170910124001,1651,55,22,low_poverty
15000US170910124003,1601,46,249,high_poverty
15000US170910126002,1264,61,80,low_poverty
15000US170938901012,2208,0,0,low_poverty
15000US170938901025,1421,279,21,low_poverty
15000US170938901026,4247,0,191,low_poverty
15000US170938902021,935,24,0,low_poverty
15000US170938902023,1065,52,72,low_poverty
15000US170938905001,1162,0,135,low_poverty
15000US170938905006,6283,275,156,low_poverty
15000US170938906002,3488,0,132,low_poverty
15000US170938906004,1169,0,0,high_poverty
15000US170938907003,963,30,46,low_poverty
15000US170950001002,700,10,49,low_poverty
15000US170950001003,610,6,16,low_poverty
15000US170950002001,722,4,2,low_poverty
15000US170950002004,722,5,33,low_poverty
15000US170950003003,871,15,117,high_poverty
15000US170950004001,1189,97,152,low_poverty
15000US170950005002,500,8,7,low_poverty
15000US170950005005,481,0,0,low_poverty
15000US170950005006,729,0,0,low_poverty
15000US170950006003,1048,30,106,high_poverty
15000US170950007001,729,58,105,low_poverty
15000US170950010001,618,32,230,high_poverty
15000US170950010002,823,48,230,high_poverty
15000US170950010004,1086,106,56,high_poverty
15000US170950010005,782,40,8,low_poverty
15000US170950011001,1820,605,600,high_poverty
15000US170950011002,855,191,119,high_poverty
15000US170950012002,915,28,32,low_poverty
15000US170950013002,905,35,71,low_poverty
15000US170950014002,801,72,114,low_poverty
15000US170950015002,1094,110,251,high_poverty
15000US170950015004,573,10,23,low_poverty
15000US170950016001,999,39,56,low_poverty
15000US170950016002,1001,7,57,low_poverty
15000US170978601013,1413,54,49,low_poverty
15000US170978602003,1519,9,172,low_poverty
15000US170978604001,2838,123,57,low_poverty
15000US170978605001,940,54,98,high_poverty
15000US170978606001,1836,25,97,high_poverty
15000US170978606002,1363,0,0,low_poverty
15000US170978608061,2723,75,221,low_poverty
15000US170978608091,1607,113,20,low_poverty
15000US170978608092,1639,23,31,low_poverty
15000US170978608101,4283,648,102,low_poverty
15000US170978609031,2079,122,264,low_poverty
15000US170978609032,1264,57,261,low_poverty
15000US170978609051,2345,92,102,low_poverty
15000US170978609052,1100,27,128,low_poverty
15000US170978610082,1095,30,0,low_poverty
15000US170978610101,815,15,24,low_poverty
15000US170978610112,2526,0,162,low_poverty
15000US170978610121,2476,69,111,low_poverty
15000US170978610123,897,20,10,low_poverty
15000US170978610131,3042,72,77,low_poverty
15000US170978610141,1510,23,61,low_poverty
15000US170978610142,2259,21,208,low_poverty
15000US170978611052,2603,161,28,low_poverty
15000US170978611062,2923,21,0,low_poverty
15000US170978611071,1286,0,12,low_poverty
15000US170978611072,2581,0,40,low_poverty
15000US170978612011,2843,12,50,high_poverty
15000US170978613041,1439,70,132,high_poverty
15000US170978613042,1884,42,425,low_poverty
15000US170978614031,1072,20,114,high_poverty
15000US170978614032,1737,23,288,low_poverty
15000US170978614041,1808,126,136,low_poverty
15000US170978615042,1458,73,0,low_poverty
15000US170978615043,1626,13,25,high_poverty
15000US170978615051,2431,29,0,low_poverty
15000US170978615061,1249,265,112,high_poverty
15000US170978615072,1185,35,39,low_poverty
15000US170978615092,2502,177,91,low_poverty
15000US170978615101,835,0,18,low_poverty
15000US170978615102,1484,37,85,low_poverty
15000US170978616043,1543,15,0,low_poverty
15000US170978616071,1958,84,175,low_poverty
15000US170978616081,2147,39,9,low_poverty
15000US170978616082,1119,42,160,low_poverty
15000US170978616091,2627,0,335,low_poverty
15000US170978616113,1091,0,8,low_poverty
15000US170978617011,1510,9,15,low_poverty
15000US170978617012,549,49,50,low_poverty
15000US170978617023,528,7,110,low_poverty
15000US170978618032,3351,149,794,high_poverty
15000US170978618041,1941,287,211,high_poverty
15000US170978618042,1452,48,100,high_poverty
15000US170978619012,972,0,0,low_poverty
15000US170978619024,751,98,410,low_poverty
15000US170978620003,1731,29,84,low_poverty
15000US170978620004,1628,46,100,low_poverty
15000US170978621001,1018,16,127,high_poverty
15000US170978621003,797,115,7,low_poverty
15000US170978622001,1787,236,177,low_poverty
15000US170978623002,1265,223,363,high_poverty
15000US170978624022,1226,77,262,high_poverty
15000US170978625022,1203,34,381,low_poverty
15000US170978626032,2682,396,368,high_poverty
15000US170978626033,1829,63,0,low_poverty
15000US170978626034,1678,72,429,high_poverty
15000US170978627002,1631,419,130,high_poverty
15000US170978629021,1251,325,206,high_poverty
15000US170978629022,1237,249,81,high_poverty
15000US170978630042,1198,215,85,high_poverty
15000US170978630043,914,0,97,low_poverty
15000US170978630051,0,0,0,low_poverty
15000US170978632024,1347,111,43,low_poverty
15000US170978633001,999,5,53,low_poverty
15000US170978633002,699,14,13,low_poverty
15000US170978634002,1704,178,0,low_poverty
15000US170978635002,1009,49,12,low_poverty
15000US170978635003,1752,50,0,low_poverty
15000US170978639022,876,0,11,low_poverty
15000US170978639024,1124,0,50,low_poverty
15000US170978639041,4119,15,0,low_poverty
15000US170978639042,1945,11,0,low_poverty
15000US170978640012,2523,0,498,low_poverty
15000US170978640024,1864,223,75,low_poverty
15000US170978641011,3217,71,127,low_poverty
15000US170978641012,6581,37,259,low_poverty
15000US170978641013,1569,0,60,low_poverty
15000US170978642032,2761,35,75,low_poverty
15000US170978642042,1414,270,268,low_poverty
15000US170978642051,5568,141,46,low_poverty
15000US170978642062,1032,56,88,low_poverty
15000US170978643052,1609,40,110,low_poverty
15000US170978643062,1185,18,6,low_poverty
15000US170978643083,1595,18,250,low_poverty
15000US170978644023,1637,0,48,low_poverty
15000US170978644031,1440,23,35,low_poverty
15000US170978644032,2051,67,0,low_poverty
15000US170978644083,1715,15,141,low_poverty
15000US170978644092,2163,307,9,low_poverty
15000US170978644111,1225,11,0,low_poverty
15000US170978644112,1869,0,25,low_poverty
15000US170978645053,2094,252,15,low_poverty
15000US170978645101,1856,29,83,low_poverty
15000US170978645102,2720,0,242,high_poverty
15000US170978645111,1162,7,12,low_poverty
15000US170978645121,2507,21,128,low_poverty
15000US170978645162,1463,0,0,low_poverty
15000US170978645181,1374,24,27,low_poverty
15000US170978645183,795,0,0,low_poverty
15000US170978645203,1680,0,0,low_poverty
15000US170978645211,2297,15,23,low_poverty
15000US170978645221,1765,9,0,low_poverty
15000US170978645222,1473,22,0,low_poverty
15000US170978645223,1359,62,67,low_poverty
15000US170978646011,1189,24,30,low_poverty
15000US170978646012,2636,59,73,low_poverty
15000US170978646021,2143,0,64,low_poverty
15000US170978648011,1048,60,13,low_poverty
15000US170978649033,1181,42,34,low_poverty
15000US170978649041,2374,16,57,low_poverty
15000US170978650001,1260,11,0,low_poverty
15000US170978653003,1049,22,0,low_poverty
15000US170978655011,1235,94,32,low_poverty
15000US170978657002,1869,0,451,low_poverty
15000US170978661001,2068,88,707,high_poverty
15000US170999617012,1667,33,22,low_poverty
15000US170999617013,2474,92,14,low_poverty
15000US170999617021,1679,71,27,low_poverty
15000US170999617022,1142,53,57,low_poverty
15000US170999618001,1516,133,95,low_poverty
15000US170999618004,731,0,95,high_poverty
15000US170999619002,1902,165,120,low_poverty
15000US170999622002,1405,90,284,low_poverty
15000US170999622004,1801,49,38,low_poverty
15000US170999623004,1106,17,68,low_poverty
15000US170999623005,886,36,115,low_poverty
15000US170999625002,796,11,19,low_poverty
15000US170999626002,725,0,118,low_poverty
15000US170999626004,1352,150,44,low_poverty
15000US170999628001,1015,254,149,low_poverty
15000US170999628003,796,0,7,low_poverty
15000US170999629003,781,68,28,high_poverty
15000US170999631004,735,1,47,low_poverty
15000US170999632003,1293,12,35,low_poverty
15000US170999633002,444,8,69,low_poverty
15000US170999634003,629,34,26,low_poverty
15000US170999637002,559,49,137,high_poverty
15000US170999637003,804,79,170,low_poverty
15000US170999638002,2343,255,77,low_poverty
15000US170999639004,417,48,73,low_poverty
15000US170999639005,1006,26,19,low_poverty
15000US170999640003,774,20,14,low_poverty
15000US170999641001,930,11,37,low_poverty
15000US170999643002,687,8,205,low_poverty
15000US171018808004,485,7,10,low_poverty
15000US171018811001,537,0,156,high_poverty
15000US171018811003,758,16,11,low_poverty
15000US171030002002,367,19,8,low_poverty
15000US171030003002,684,9,0,low_poverty
15000US171030004002,1335,116,58,high_poverty
15000US171030004003,877,0,101,low_poverty
